model,tau_up,tau_dn,margin,median_sharpe,geo_equity,avg_trades,total_trades,avg_win_rate
linsvc,0.45,0.35,0.12,2.3207216973100473,1.620226899236702,11.923076923076923,465,0.6211223249684789
linsvc,0.45,0.35,0.14,2.3448643291340026,1.6668223670945401,11.897435897435898,464,0.6240659625275011
linsvc,0.45,0.35,0.16,2.3448643291340026,1.6399006221282786,11.897435897435898,464,0.6181488027641874
linsvc,0.45,0.35,0.18,2.3448643291340026,1.6483187169306228,11.897435897435898,464,0.6161764161764162
linsvc,0.45,0.35,0.2,2.3448643291340026,1.6521311875087343,11.897435897435898,464,0.6142040295886451
linsvc,0.45,0.4,0.0,2.058329773822539,1.6900063180267564,11.342105263157896,431,0.6291355574250311
linsvc,0.45,0.4,0.02,2.058329773822539,1.6900063180267564,11.342105263157896,431,0.6291355574250311
linsvc,0.45,0.4,0.04,2.1786048450058066,1.7114178615917341,11.342105263157896,431,0.6311598489230068
linsvc,0.45,0.4,0.06,2.1786048450058066,1.7114178615917341,11.342105263157896,431,0.6311598489230068
linsvc,0.45,0.4,0.08,2.1786048450058066,1.70744572055927,11.342105263157896,431,0.6291355574250311
linsvc,0.45,0.4,0.1,2.1786048450058066,1.707932803397581,11.342105263157896,431,0.6269425749688908
linsvc,0.45,0.4,0.12,2.1786048450058066,1.707932803397581,11.342105263157896,431,0.6269425749688908
linsvc,0.45,0.4,0.14,2.1786048450058066,1.707932803397581,11.342105263157896,431,0.6269425749688908
linsvc,0.45,0.4,0.16,2.1786048450058066,1.707932803397581,11.342105263157896,431,0.6269425749688908
linsvc,0.45,0.4,0.18,2.1786048450058066,1.707932803397581,11.342105263157896,431,0.6269425749688908
linsvc,0.45,0.4,0.2,2.1786048450058066,1.707932803397581,11.342105263157896,431,0.6269425749688908
linsvc,0.45,0.45,0.0,2.4738093652430124,1.897579276976032,11.258064516129032,349,0.6237402382563674
linsvc,0.45,0.45,0.02,2.4738093652430124,1.897579276976032,11.258064516129032,349,0.6237402382563674
linsvc,0.45,0.45,0.04,2.4738093652430124,1.897579276976032,11.258064516129032,349,0.6237402382563674
linsvc,0.45,0.45,0.06,2.4738093652430124,1.897579276976032,11.258064516129032,349,0.6237402382563674
linsvc,0.45,0.45,0.08,2.4738093652430124,1.897579276976032,11.258064516129032,349,0.6237402382563674
linsvc,0.45,0.45,0.1,2.4738093652430124,1.897579276976032,11.258064516129032,349,0.6237402382563674
linsvc,0.45,0.45,0.12,2.4738093652430124,1.897579276976032,11.258064516129032,349,0.6237402382563674
linsvc,0.45,0.45,0.14,2.4738093652430124,1.897579276976032,11.258064516129032,349,0.6237402382563674
linsvc,0.45,0.45,0.16,2.4738093652430124,1.897579276976032,11.258064516129032,349,0.6237402382563674
linsvc,0.45,0.45,0.18,2.4738093652430124,1.897579276976032,11.258064516129032,349,0.6237402382563674
linsvc,0.45,0.45,0.2,2.4738093652430124,1.897579276976032,11.258064516129032,349,0.6237402382563674
linsvc,0.45,0.5,0.0,2.5224844201707706,1.907294711059187,11.285714285714286,316,0.6461035987821703
